FeatureCode,FeatureName,FeatureType,DateCode,Measurement,Units,Value,Confidence in Policing,Type Of Tenure,Household Type,Gender,Limiting Long-term Physical or Mental Health Condition,Policing Role
S12000036,City of Edinburgh,Council Area,2017,"95% Upper Confidence Limit, Percent",Percent Of Adults,41.47,Not very or not at all confident,All,Pensioners,All,All,Prevent crime
S12000036,City of Edinburgh,Council Area,2012,"95% Upper Confidence Limit, Percent",Percent Of Adults,67.66,Very or fairly confident,All,Adults,All,All,Solve crimes
S12000036,City of Edinburgh,Council Area,2017,Percent,Percent Of Adults,30.68,Not very or not at all confident,All,All,All,Limiting condition,Catch criminals
S12000036,City of Edinburgh,Council Area,2017,"95% Upper Confidence Limit, Percent",Percent Of Adults,29.14,Not very or not at all confident,All,All,Male,All,Investigate incidents after they occur
S12000036,City of Edinburgh,Council Area,2017,"95% Upper Confidence Limit, Percent",Percent Of Adults,25.5,Not very or not at all confident,All,All,Female,All,Investigate incidents after they occur
S12000036,City of Edinburgh,Council Area,2017,"95% Upper Confidence Limit, Percent",Percent Of Adults,33.62,Not very or not at all confident,All,All,Female,All,Catch criminals
S12000036,City of Edinburgh,Council Area,2017,"95% Upper Confidence Limit, Percent",Percent Of Adults,73.24,Very or fairly confident,All,All,Female,All,Investigate incidents after they occur
S12000036,City of Edinburgh,Council Area,2012,"95% Upper Confidence Limit, Percent",Percent Of Adults,72.16,Very or fairly confident,All,All,All,Limiting condition,Respond quickly to appropriate calls and information from the public
S12000036,City of Edinburgh,Council Area,2017,"95% Upper Confidence Limit, Percent",Percent Of Adults,65.14,Very or fairly confident,All,All,All,No limiting condition,Catch criminals
S12000036,City of Edinburgh,Council Area,2017,"95% Lower Confidence Limit, Percent",Percent Of Adults,21.53,Not very or not at all confident,All,All,Male,All,Investigate incidents after they occur
S12000036,City of Edinburgh,Council Area,2014,"95% Upper Confidence Limit, Percent",Percent Of Adults,64.86,Very or fairly confident,Owned Outright,All,All,All,Solve crimes
S12000036,City of Edinburgh,Council Area,2014,"95% Upper Confidence Limit, Percent",Percent Of Adults,68.49,Very or fairly confident,Owned Mortgage/Loan,All,All,All,Solve crimes
S12000036,City of Edinburgh,Council Area,2016,Percent,Percent Of Adults,70.46,Very or fairly confident,All,All,Female,All,Respond quickly to appropriate calls and information from the public
S12000036,City of Edinburgh,Council Area,2016,"95% Lower Confidence Limit, Percent",Percent Of Adults,16.94,Not very or not at all confident,All,All,Female,All,Respond quickly to appropriate calls and information from the public
S12000036,City of Edinburgh,Council Area,2016,Percent,Percent Of Adults,20.1,Not very or not at all confident,All,All,Female,All,Respond quickly to appropriate calls and information from the public
S12000036,City of Edinburgh,Council Area,2016,"95% Upper Confidence Limit, Percent",Percent Of Adults,74.25,Very or fairly confident,All,All,Female,All,Respond quickly to appropriate calls and information from the public
S12000036,City of Edinburgh,Council Area,2014,"95% Lower Confidence Limit, Percent",Percent Of Adults,57.25,Very or fairly confident,Owned Mortgage/Loan,All,All,All,Solve crimes
S12000036,City of Edinburgh,Council Area,2017,"95% Lower Confidence Limit, Percent",Percent Of Adults,22.93,Not very or not at all confident,Rented,All,All,All,Catch criminals
S12000036,City of Edinburgh,Council Area,2014,"95% Upper Confidence Limit, Percent",Percent Of Adults,27.22,Not very or not at all confident,Owned Outright,All,All,All,Solve crimes
S12000036,City of Edinburgh,Council Area,2017,Percent,Percent Of Adults,59.41,Very or fairly confident,Rented,All,All,All,Catch criminals
S12000036,City of Edinburgh,Council Area,2017,"95% Upper Confidence Limit, Percent",Percent Of Adults,64.78,Very or fairly confident,Rented,All,All,All,Catch criminals
S12000036,City of Edinburgh,Council Area,2016,"95% Lower Confidence Limit, Percent",Percent Of Adults,66.66,Very or fairly confident,All,All,Female,All,Respond quickly to appropriate calls and information from the public
S12000036,City of Edinburgh,Council Area,2014,"95% Lower Confidence Limit, Percent",Percent Of Adults,54.52,Very or fairly confident,Owned Outright,All,All,All,Solve crimes
S12000036,City of Edinburgh,Council Area,2017,"95% Lower Confidence Limit, Percent",Percent Of Adults,54.04,Very or fairly confident,Rented,All,All,All,Catch criminals
S12000036,City of Edinburgh,Council Area,2012,Percent,Percent Of Adults,19.75,Not very or not at all confident,All,Pensioners,All,All,Respond quickly to appropriate calls and information from the public
S12000036,City of Edinburgh,Council Area,2014,"95% Upper Confidence Limit, Percent",Percent Of Adults,24.85,Not very or not at all confident,Owned Outright,All,All,All,Deal with incidents as they occur
S12000036,City of Edinburgh,Council Area,2012,"95% Upper Confidence Limit, Percent",Percent Of Adults,24.65,Not very or not at all confident,All,With Children,All,All,Respond quickly to appropriate calls and information from the public
S12000036,City of Edinburgh,Council Area,2012,"95% Lower Confidence Limit, Percent",Percent Of Adults,15.44,Not very or not at all confident,All,Pensioners,All,All,Respond quickly to appropriate calls and information from the public
S12000036,City of Edinburgh,Council Area,2014,Percent,Percent Of Adults,70.82,Very or fairly confident,Owned Mortgage/Loan,All,All,All,Deal with incidents as they occur
S12000036,City of Edinburgh,Council Area,2014,Percent,Percent Of Adults,13.15,Not very or not at all confident,All,With Children,All,All,Investigate incidents after they occur
S12000036,City of Edinburgh,Council Area,2012,"95% Upper Confidence Limit, Percent",Percent Of Adults,67.96,Very or fairly confident,All,All,Male,All,Catch criminals
S12000036,City of Edinburgh,Council Area,2012,Percent,Percent Of Adults,67.71,Very or fairly confident,All,Pensioners,All,All,Respond quickly to appropriate calls and information from the public
S12000036,City of Edinburgh,Council Area,2014,Percent,Percent Of Adults,20.58,Not very or not at all confident,Owned Outright,All,All,All,Deal with incidents as they occur
S12000036,City of Edinburgh,Council Area,2012,"95% Upper Confidence Limit, Percent",Percent Of Adults,72.78,Very or fairly confident,All,Pensioners,All,All,Respond quickly to appropriate calls and information from the public
S12000036,City of Edinburgh,Council Area,2012,"95% Lower Confidence Limit, Percent",Percent Of Adults,62.65,Very or fairly confident,All,Pensioners,All,All,Respond quickly to appropriate calls and information from the public
S12000036,City of Edinburgh,Council Area,2012,"95% Upper Confidence Limit, Percent",Percent Of Adults,76.08,Very or fairly confident,All,With Children,All,All,Respond quickly to appropriate calls and information from the public
S12000036,City of Edinburgh,Council Area,2012,Percent,Percent Of Adults,19.74,Not very or not at all confident,All,With Children,All,All,Respond quickly to appropriate calls and information from the public
S12000036,City of Edinburgh,Council Area,2012,"95% Upper Confidence Limit, Percent",Percent Of Adults,31.45,Not very or not at all confident,All,All,Female,All,Catch criminals
S12000036,City of Edinburgh,Council Area,2014,"95% Lower Confidence Limit, Percent",Percent Of Adults,56.54,Very or fairly confident,All,With Children,All,All,Catch criminals
S12000036,City of Edinburgh,Council Area,2014,Percent,Percent Of Adults,59.69,Very or fairly confident,Owned Outright,All,All,All,Solve crimes
S12000036,City of Edinburgh,Council Area,2014,Percent,Percent Of Adults,26.3,Not very or not at all confident,All,With Children,All,All,Catch criminals
S12000036,City of Edinburgh,Council Area,2016,"95% Upper Confidence Limit, Percent",Percent Of Adults,23.25,Not very or not at all confident,All,All,Female,All,Respond quickly to appropriate calls and information from the public
S12000036,City of Edinburgh,Council Area,2014,"95% Upper Confidence Limit, Percent",Percent Of Adults,69.2,Very or fairly confident,All,With Children,All,All,Catch criminals
S12000036,City of Edinburgh,Council Area,2014,Percent,Percent Of Adults,25.09,Not very or not at all confident,All,Adults,All,All,Catch criminals
S12000036,City of Edinburgh,Council Area,2014,"95% Upper Confidence Limit, Percent",Percent Of Adults,28.99,Not very or not at all confident,All,Adults,All,All,Catch criminals
S12000036,City of Edinburgh,Council Area,2017,"95% Upper Confidence Limit, Percent",Percent Of Adults,65.17,Very or fairly confident,Owned Outright,All,All,All,Catch criminals
S12000036,City of Edinburgh,Council Area,2014,Percent,Percent Of Adults,58.43,Very or fairly confident,All,Pensioners,All,All,Catch criminals
S12000036,City of Edinburgh,Council Area,2017,"95% Upper Confidence Limit, Percent",Percent Of Adults,36.2,Not very or not at all confident,Owned Outright,All,All,All,Catch criminals
S12000036,City of Edinburgh,Council Area,2017,"95% Lower Confidence Limit, Percent",Percent Of Adults,26.68,Not very or not at all confident,Owned Outright,All,All,All,Catch criminals
S12000036,City of Edinburgh,Council Area,2014,Percent,Percent Of Adults,62.87,Very or fairly confident,All,With Children,All,All,Catch criminals
S12000036,City of Edinburgh,Council Area,2014,"95% Upper Confidence Limit, Percent",Percent Of Adults,32.09,Not very or not at all confident,All,With Children,All,All,Catch criminals
S12000036,City of Edinburgh,Council Area,2014,"95% Lower Confidence Limit, Percent",Percent Of Adults,53.13,Very or fairly confident,All,Pensioners,All,All,Catch criminals
S12000036,City of Edinburgh,Council Area,2014,Percent,Percent Of Adults,22.96,Not very or not at all confident,Owned Outright,All,All,All,Solve crimes
S12000036,City of Edinburgh,Council Area,2014,"95% Lower Confidence Limit, Percent",Percent Of Adults,18.7,Not very or not at all confident,Owned Outright,All,All,All,Solve crimes
S12000036,City of Edinburgh,Council Area,2014,Percent,Percent Of Adults,62.06,Very or fairly confident,All,Adults,All,All,Solve crimes
S12000036,City of Edinburgh,Council Area,2013,Percent,Percent Of Adults,58.99,Very or fairly confident,All,All,Male,All,Prevent crime
S12000036,City of Edinburgh,Council Area,2014,"95% Lower Confidence Limit, Percent",Percent Of Adults,57.72,Very or fairly confident,All,Adults,All,All,Solve crimes
S12000036,City of Edinburgh,Council Area,2014,"95% Upper Confidence Limit, Percent",Percent Of Adults,66.4,Very or fairly confident,All,Adults,All,All,Solve crimes
S12000036,City of Edinburgh,Council Area,2014,Percent,Percent Of Adults,62.87,Very or fairly confident,Owned Mortgage/Loan,All,All,All,Solve crimes
S12000036,City of Edinburgh,Council Area,2013,"95% Upper Confidence Limit, Percent",Percent Of Adults,63.21,Very or fairly confident,All,All,Male,All,Prevent crime
S12000036,City of Edinburgh,Council Area,2014,"95% Upper Confidence Limit, Percent",Percent Of Adults,65.08,Very or fairly confident,All,Adults,All,All,Catch criminals
S12000036,City of Edinburgh,Council Area,2014,"95% Lower Confidence Limit, Percent",Percent Of Adults,21.2,Not very or not at all confident,All,Adults,All,All,Catch criminals
S12000036,City of Edinburgh,Council Area,2013,"95% Lower Confidence Limit, Percent",Percent Of Adults,54.77,Very or fairly confident,All,All,Male,All,Prevent crime
S12000036,City of Edinburgh,Council Area,2014,"95% Lower Confidence Limit, Percent",Percent Of Adults,20.51,Not very or not at all confident,All,With Children,All,All,Catch criminals
S12000036,City of Edinburgh,Council Area,2014,Percent,Percent Of Adults,60.6,Very or fairly confident,All,Adults,All,All,Catch criminals
S12000036,City of Edinburgh,Council Area,2016,"95% Upper Confidence Limit, Percent",Percent Of Adults,36.52,Not very or not at all confident,All,All,All,All,Prevent crime
S12000036,City of Edinburgh,Council Area,2013,Percent,Percent Of Adults,67.48,Very or fairly confident,All,With Children,All,All,Deal with incidents as they occur
S12000036,City of Edinburgh,Council Area,2016,"95% Lower Confidence Limit, Percent",Percent Of Adults,55.42,Very or fairly confident,All,All,All,All,Prevent crime
S12000036,City of Edinburgh,Council Area,2016,Percent,Percent Of Adults,33.54,Not very or not at all confident,All,All,All,All,Prevent crime
S12000036,City of Edinburgh,Council Area,2013,Percent,Percent Of Adults,72.81,Very or fairly confident,All,Pensioners,All,All,Deal with incidents as they occur
S12000036,City of Edinburgh,Council Area,2013,"95% Upper Confidence Limit, Percent",Percent Of Adults,77.45,Very or fairly confident,All,Pensioners,All,All,Deal with incidents as they occur
S12000036,City of Edinburgh,Council Area,2016,"95% Upper Confidence Limit, Percent",Percent Of Adults,61.37,Very or fairly confident,All,All,All,All,Prevent crime
S12000036,City of Edinburgh,Council Area,2013,Percent,Percent Of Adults,68.64,Very or fairly confident,All,With Children,All,All,Respond quickly to appropriate calls and information from the public
S12000036,City of Edinburgh,Council Area,2013,Percent,Percent Of Adults,14.39,Not very or not at all confident,All,Adults,All,All,Respond quickly to appropriate calls and information from the public
S12000036,City of Edinburgh,Council Area,2013,"95% Lower Confidence Limit, Percent",Percent Of Adults,62.38,Very or fairly confident,All,With Children,All,All,Respond quickly to appropriate calls and information from the public
S12000036,City of Edinburgh,Council Area,2013,"95% Upper Confidence Limit, Percent",Percent Of Adults,17.6,Not very or not at all confident,All,Adults,All,All,Respond quickly to appropriate calls and information from the public
